feature,importance,task,feature_set,model,fold
numeric__queue_drops_delta,6.328713117522282e-05,attack_subtype,mac,extra_trees,1
numeric__client_mac_reset_nodes,0.0,attack_subtype,mac,extra_trees,1
numeric__client_mac_valid_nodes,0.0,attack_subtype,mac,extra_trees,1
numeric__root_mac_rx_delta,0.4842772878904732,attack_subtype,mac,extra_trees,2
numeric__client_mac_acked_delta,0.16191053674596545,attack_subtype,mac,extra_trees,2
numeric__client_mac_rx_delta,0.15550710539632764,attack_subtype,mac,extra_trees,2
numeric__client_mac_tx_attempts_delta,0.14926438212194845,attack_subtype,mac,extra_trees,2
numeric__root_mac_acked_delta,0.015882537694132167,attack_subtype,mac,extra_trees,2
numeric__root_mac_tx_attempts_delta,0.012252226646206392,attack_subtype,mac,extra_trees,2
numeric__client_mac_ack_ratio,0.011185906211588964,attack_subtype,mac,extra_trees,2
numeric__root_mac_ack_ratio,0.008313985923717689,attack_subtype,mac,extra_trees,2
numeric__queue_drops_delta,0.001406031369640012,attack_subtype,mac,extra_trees,2
numeric__client_mac_reset_nodes,0.0,attack_subtype,mac,extra_trees,2
numeric__client_mac_valid_nodes,0.0,attack_subtype,mac,extra_trees,2
numeric__root_mac_rx_delta,0.47403215210339666,attack_subtype,mac,extra_trees,3
numeric__client_mac_rx_delta,0.1762464593946296,attack_subtype,mac,extra_trees,3
numeric__client_mac_acked_delta,0.15845319883495282,attack_subtype,mac,extra_trees,3
numeric__client_mac_tx_attempts_delta,0.1454001049982613,attack_subtype,mac,extra_trees,3
numeric__root_mac_acked_delta,0.015164719682360854,attack_subtype,mac,extra_trees,3
numeric__root_mac_tx_attempts_delta,0.01199968690532987,attack_subtype,mac,extra_trees,3
numeric__client_mac_ack_ratio,0.010210329464042595,attack_subtype,mac,extra_trees,3
numeric__root_mac_ack_ratio,0.006888187112353412,attack_subtype,mac,extra_trees,3
numeric__queue_drops_delta,0.001605161504672868,attack_subtype,mac,extra_trees,3
numeric__client_mac_reset_nodes,0.0,attack_subtype,mac,extra_trees,3
numeric__client_mac_valid_nodes,0.0,attack_subtype,mac,extra_trees,3
numeric__root_mac_rx_delta,0.48257201865419735,attack_subtype,mac,extra_trees,4
numeric__client_mac_rx_delta,0.16486399057207593,attack_subtype,mac,extra_trees,4
numeric__client_mac_acked_delta,0.16021299145549936,attack_subtype,mac,extra_trees,4
numeric__client_mac_tx_attempts_delta,0.1458460588023373,attack_subtype,mac,extra_trees,4
numeric__root_mac_acked_delta,0.015486114654713305,attack_subtype,mac,extra_trees,4
numeric__root_mac_tx_attempts_delta,0.012794930747735618,attack_subtype,mac,extra_trees,4
numeric__client_mac_ack_ratio,0.009537595070008113,attack_subtype,mac,extra_trees,4
numeric__root_mac_ack_ratio,0.006945711391091393,attack_subtype,mac,extra_trees,4
numeric__queue_drops_delta,0.001740588652341589,attack_subtype,mac,extra_trees,4
numeric__client_mac_reset_nodes,0.0,attack_subtype,mac,extra_trees,4
numeric__client_mac_valid_nodes,0.0,attack_subtype,mac,extra_trees,4
numeric__root_mac_rx_delta,0.4651546306569517,attack_subtype,mac,extra_trees,5
numeric__client_mac_rx_delta,0.17422514486438473,attack_subtype,mac,extra_trees,5
numeric__client_mac_acked_delta,0.1590032943362167,attack_subtype,mac,extra_trees,5
numeric__client_mac_tx_attempts_delta,0.1541475500645958,attack_subtype,mac,extra_trees,5
numeric__root_mac_acked_delta,0.01588037251803793,attack_subtype,mac,extra_trees,5
numeric__client_mac_ack_ratio,0.011006113611754355,attack_subtype,mac,extra_trees,5
numeric__root_mac_tx_attempts_delta,0.010982192754692519,attack_subtype,mac,extra_trees,5
numeric__root_mac_ack_ratio,0.00804414767750657,attack_subtype,mac,extra_trees,5
numeric__queue_drops_delta,0.001556553515859596,attack_subtype,mac,extra_trees,5
numeric__client_mac_reset_nodes,0.0,attack_subtype,mac,extra_trees,5
numeric__client_mac_valid_nodes,0.0,attack_subtype,mac,extra_trees,5
numeric__client_energest_listen_delta,0.22645907798112966,attack_subtype,radio,extra_trees,1
numeric__client_radio_tx_fraction,0.2126649816633166,attack_subtype,radio,extra_trees,1
numeric__client_energest_tx_delta,0.20817128853670797,attack_subtype,radio,extra_trees,1
numeric__root_energest_tx_delta,0.1625063218579573,attack_subtype,radio,extra_trees,1
numeric__root_radio_tx_fraction,0.1598953886938825,attack_subtype,radio,extra_trees,1
numeric__client_energest_total_delta,0.030302941267005917,attack_subtype,radio,extra_trees,1
numeric__client_energest_listen_delta,0.2248621532276331,attack_subtype,radio,extra_trees,2
numeric__client_radio_tx_fraction,0.21572481966635063,attack_subtype,radio,extra_trees,2
numeric__client_energest_tx_delta,0.21057744009569274,attack_subtype,radio,extra_trees,2
numeric__root_energest_tx_delta,0.16427074782330145,attack_subtype,radio,extra_trees,2
numeric__root_radio_tx_fraction,0.15707610338879988,attack_subtype,radio,extra_trees,2
numeric__client_energest_total_delta,0.02748873579822221,attack_subtype,radio,extra_trees,2
numeric__client_energest_listen_delta,0.2285974517169284,attack_subtype,radio,extra_trees,3
numeric__client_radio_tx_fraction,0.2135624282779013,attack_subtype,radio,extra_trees,3
numeric__client_energest_tx_delta,0.2079567804632558,attack_subtype,radio,extra_trees,3
numeric__root_radio_tx_fraction,0.16298037267768728,attack_subtype,radio,extra_trees,3
numeric__root_energest_tx_delta,0.15545400944173252,attack_subtype,radio,extra_trees,3
numeric__client_energest_total_delta,0.03144895742249479,attack_subtype,radio,extra_trees,3
numeric__client_energest_listen_delta,0.22290921706227207,attack_subtype,radio,extra_trees,4
numeric__client_radio_tx_fraction,0.21173206434132982,attack_subtype,radio,extra_trees,4
numeric__client_energest_tx_delta,0.2086027742203104,attack_subtype,radio,extra_trees,4
numeric__root_energest_tx_delta,0.16628569083785247,attack_subtype,radio,extra_trees,4
numeric__root_radio_tx_fraction,0.16444143430258248,attack_subtype,radio,extra_trees,4
numeric__client_energest_total_delta,0.02602881923565281,attack_subtype,radio,extra_trees,4
numeric__client_energest_listen_delta,0.23343919234137556,attack_subtype,radio,extra_trees,5
numeric__client_radio_tx_fraction,0.21075338015284498,attack_subtype,radio,extra_trees,5
numeric__client_energest_tx_delta,0.21063312030084275,attack_subtype,radio,extra_trees,5
numeric__root_energest_tx_delta,0.1587775139262756,attack_subtype,radio,extra_trees,5
numeric__root_radio_tx_fraction,0.15394777494513484,attack_subtype,radio,extra_trees,5
numeric__client_energest_total_delta,0.03244901833352624,attack_subtype,radio,extra_trees,5
numeric__root_mac_rx_delta,0.28995292241002885,attack_subtype,all,extra_trees,1
numeric__client_mac_rx_delta,0.1028210865355201,attack_subtype,all,extra_trees,1
numeric__client_mac_acked_delta,0.09114858176162795,attack_subtype,all,extra_trees,1
numeric__client_mac_tx_attempts_delta,0.07505986240303349,attack_subtype,all,extra_trees,1
numeric__client_radio_tx_fraction,0.06971334706326227,attack_subtype,all,extra_trees,1
numeric__client_energest_tx_delta,0.059219744945671886,attack_subtype,all,extra_trees,1
numeric__client_energest_listen_delta,0.0573283058578624,attack_subtype,all,extra_trees,1
numeric__root_energest_tx_delta,0.04600005559721592,attack_subtype,all,extra_trees,1
numeric__root_radio_tx_fraction,0.04039337285361596,attack_subtype,all,extra_trees,1
numeric__mean_rank,0.01627883611927031,attack_subtype,all,extra_trees,1
numeric__p95_etx_x100,0.011484604001795379,attack_subtype,all,extra_trees,1
numeric__mean_etx_x100,0.011417527659193075,attack_subtype,all,extra_trees,1
numeric__root_mean_etx_x100,0.009805578176947613,attack_subtype,all,extra_trees,1
numeric__mean_rssi,0.009424158401103494,attack_subtype,all,extra_trees,1
numeric__std_etx_x100,0.009014766054636521,attack_subtype,all,extra_trees,1
numeric__mean_rtt_ms,0.007574046763916142,attack_subtype,all,extra_trees,1
numeric__root_server_tx_delta,0.007407218936967903,attack_subtype,all,extra_trees,1
numeric__root_mac_acked_delta,0.006682133044213627,attack_subtype,all,extra_trees,1
numeric__std_rtt_ms,0.006596154909663635,attack_subtype,all,extra_trees,1
numeric__median_rtt_ms,0.006532559008336783,attack_subtype,all,extra_trees,1
numeric__p95_rtt_ms,0.006505834402321174,attack_subtype,all,extra_trees,1
numeric__root_server_rx_delta,0.006480993156984557,attack_subtype,all,extra_trees,1
numeric__max_rtt_ms,0.006480609430969012,attack_subtype,all,extra_trees,1
numeric__app_rx_delta,0.006433897439194755,attack_subtype,all,extra_trees,1
numeric__client_mac_ack_ratio,0.006226064310269613,attack_subtype,all,extra_trees,1
numeric__root_mac_tx_attempts_delta,0.006172202910275246,attack_subtype,all,extra_trees,1
numeric__app_tx_delta,0.005494834893966294,attack_subtype,all,extra_trees,1
numeric__root_mac_ack_ratio,0.004942226034879541,attack_subtype,all,extra_trees,1
numeric__transaction_count,0.004468002311384823,attack_subtype,all,extra_trees,1
numeric__transaction_success_count,0.004360644919872451,attack_subtype,all,extra_trees,1
numeric__uplink_success_count,0.004241757121089491,attack_subtype,all,extra_trees,1
numeric__client_energest_total_delta,0.0038425556037936857,attack_subtype,all,extra_trees,1
numeric__app_delivery_ratio,0.0002543310986571525,attack_subtype,all,extra_trees,1
numeric__app_timeouts_delta,0.00023577899410327796,attack_subtype,all,extra_trees,1
numeric__queue_drops_delta,5.4048683556878935e-06,attack_subtype,all,extra_trees,1
numeric__route_miss_delta,0.0,attack_subtype,all,extra_trees,1
numeric__reachable_fraction,0.0,attack_subtype,all,extra_trees,1
numeric__mean_neighbors,0.0,attack_subtype,all,extra_trees,1
numeric__uplink_delivery_ratio,0.0,attack_subtype,all,extra_trees,1
numeric__root_mean_rssi,0.0,attack_subtype,all,extra_trees,1
numeric__parent_changes_delta,0.0,attack_subtype,all,extra_trees,1
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,extra_trees,1
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,extra_trees,1
numeric__root_mac_rx_delta,0.30150191890212746,attack_subtype,all,extra_trees,2
numeric__client_mac_acked_delta,0.09508589247855526,attack_subtype,all,extra_trees,2
numeric__client_mac_rx_delta,0.09488345893864226,attack_subtype,all,extra_trees,2
numeric__client_mac_tx_attempts_delta,0.07450562515254272,attack_subtype,all,extra_trees,2
numeric__client_radio_tx_fraction,0.06404403718604418,attack_subtype,all,extra_trees,2
numeric__client_energest_tx_delta,0.06169116662202898,attack_subtype,all,extra_trees,2
numeric__client_energest_listen_delta,0.056774804687769805,attack_subtype,all,extra_trees,2
numeric__root_energest_tx_delta,0.04618588726714934,attack_subtype,all,extra_trees,2
numeric__root_radio_tx_fraction,0.0372040576580884,attack_subtype,all,extra_trees,2
numeric__mean_etx_x100,0.013611424730164226,attack_subtype,all,extra_trees,2
numeric__p95_etx_x100,0.011009507174370506,attack_subtype,all,extra_trees,2
numeric__mean_rank,0.010248054525520987,attack_subtype,all,extra_trees,2
numeric__std_etx_x100,0.009913668232147538,attack_subtype,all,extra_trees,2
numeric__root_mean_etx_x100,0.00888464340908606,attack_subtype,all,extra_trees,2
numeric__root_server_rx_delta,0.00782085496231408,attack_subtype,all,extra_trees,2
numeric__mean_rssi,0.007583587203155118,attack_subtype,all,extra_trees,2
numeric__mean_rtt_ms,0.007513917622443299,attack_subtype,all,extra_trees,2
numeric__std_rtt_ms,0.007366261417278137,attack_subtype,all,extra_trees,2
numeric__max_rtt_ms,0.0071330575967001545,attack_subtype,all,extra_trees,2
numeric__root_server_tx_delta,0.007122110904091996,attack_subtype,all,extra_trees,2
numeric__p95_rtt_ms,0.0070736436323272055,attack_subtype,all,extra_trees,2
numeric__app_rx_delta,0.006969512538988975,attack_subtype,all,extra_trees,2
numeric__median_rtt_ms,0.006768338782893378,attack_subtype,all,extra_trees,2
numeric__root_mac_acked_delta,0.006384250605344767,attack_subtype,all,extra_trees,2
numeric__root_mac_tx_attempts_delta,0.006283074233791384,attack_subtype,all,extra_trees,2
numeric__client_mac_ack_ratio,0.006255548427660877,attack_subtype,all,extra_trees,2
numeric__app_tx_delta,0.0058962524614521086,attack_subtype,all,extra_trees,2
numeric__root_mac_ack_ratio,0.005167147344994867,attack_subtype,all,extra_trees,2
numeric__transaction_count,0.0044366336867533735,attack_subtype,all,extra_trees,2
numeric__transaction_success_count,0.004311552170873535,attack_subtype,all,extra_trees,2
numeric__uplink_success_count,0.004279193403075726,attack_subtype,all,extra_trees,2
numeric__client_energest_total_delta,0.0038232805590394463,attack_subtype,all,extra_trees,2
numeric__queue_drops_delta,0.0006515001058894725,attack_subtype,all,extra_trees,2
numeric__app_timeouts_delta,0.0005914528345837503,attack_subtype,all,extra_trees,2
numeric__uplink_delivery_ratio,0.0005871046905983786,attack_subtype,all,extra_trees,2
numeric__app_delivery_ratio,0.0004375778515122596,attack_subtype,all,extra_trees,2
numeric__reachable_fraction,0.0,attack_subtype,all,extra_trees,2
numeric__route_miss_delta,0.0,attack_subtype,all,extra_trees,2
numeric__mean_neighbors,0.0,attack_subtype,all,extra_trees,2
numeric__root_mean_rssi,0.0,attack_subtype,all,extra_trees,2
numeric__parent_changes_delta,0.0,attack_subtype,all,extra_trees,2
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,extra_trees,2
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,extra_trees,2
numeric__root_mac_rx_delta,0.2890500072428939,attack_subtype,all,extra_trees,3
numeric__client_mac_rx_delta,0.11054886675454544,attack_subtype,all,extra_trees,3
numeric__client_mac_acked_delta,0.09347791668193906,attack_subtype,all,extra_trees,3
numeric__client_mac_tx_attempts_delta,0.07278591462623678,attack_subtype,all,extra_trees,3
numeric__client_radio_tx_fraction,0.06676877017341933,attack_subtype,all,extra_trees,3
numeric__client_energest_tx_delta,0.058627246502617365,attack_subtype,all,extra_trees,3
numeric__client_energest_listen_delta,0.057322969010764,attack_subtype,all,extra_trees,3
numeric__root_energest_tx_delta,0.0465839783747492,attack_subtype,all,extra_trees,3
numeric__root_radio_tx_fraction,0.040360692250199275,attack_subtype,all,extra_trees,3
numeric__mean_rank,0.014209116598043896,attack_subtype,all,extra_trees,3
numeric__mean_etx_x100,0.012561989266655927,attack_subtype,all,extra_trees,3
numeric__p95_etx_x100,0.010459780754460132,attack_subtype,all,extra_trees,3
numeric__std_etx_x100,0.009209887855562426,attack_subtype,all,extra_trees,3
numeric__root_mean_etx_x100,0.008394198543144434,attack_subtype,all,extra_trees,3
numeric__mean_rssi,0.007098848032278559,attack_subtype,all,extra_trees,3
numeric__root_server_rx_delta,0.007001556288269393,attack_subtype,all,extra_trees,3
numeric__max_rtt_ms,0.006888189587399473,attack_subtype,all,extra_trees,3
numeric__mean_rtt_ms,0.006875132085689827,attack_subtype,all,extra_trees,3
numeric__std_rtt_ms,0.006731318478966308,attack_subtype,all,extra_trees,3
numeric__client_mac_ack_ratio,0.006709849092846041,attack_subtype,all,extra_trees,3
numeric__app_tx_delta,0.006468279273892774,attack_subtype,all,extra_trees,3
numeric__app_rx_delta,0.006433386142103832,attack_subtype,all,extra_trees,3
numeric__p95_rtt_ms,0.006423742496539119,attack_subtype,all,extra_trees,3
numeric__root_mac_tx_attempts_delta,0.006398087992536807,attack_subtype,all,extra_trees,3
numeric__root_mac_acked_delta,0.006378308095878147,attack_subtype,all,extra_trees,3
numeric__root_server_tx_delta,0.006368724380271864,attack_subtype,all,extra_trees,3
numeric__median_rtt_ms,0.00636692489917039,attack_subtype,all,extra_trees,3
numeric__root_mac_ack_ratio,0.0051445767262863545,attack_subtype,all,extra_trees,3
numeric__uplink_success_count,0.004244112239167846,attack_subtype,all,extra_trees,3
numeric__transaction_count,0.004184778087564535,attack_subtype,all,extra_trees,3
numeric__transaction_success_count,0.0041394348652096765,attack_subtype,all,extra_trees,3
numeric__client_energest_total_delta,0.0033374069350618745,attack_subtype,all,extra_trees,3
numeric__app_delivery_ratio,0.0006391558908398338,attack_subtype,all,extra_trees,3
numeric__queue_drops_delta,0.0006209325134246169,attack_subtype,all,extra_trees,3
numeric__app_timeouts_delta,0.0006077733090570775,attack_subtype,all,extra_trees,3
numeric__uplink_delivery_ratio,0.0005781479523145177,attack_subtype,all,extra_trees,3
numeric__reachable_fraction,0.0,attack_subtype,all,extra_trees,3
numeric__route_miss_delta,0.0,attack_subtype,all,extra_trees,3
numeric__mean_neighbors,0.0,attack_subtype,all,extra_trees,3
numeric__root_mean_rssi,0.0,attack_subtype,all,extra_trees,3
numeric__parent_changes_delta,0.0,attack_subtype,all,extra_trees,3
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,extra_trees,3
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,extra_trees,3
numeric__root_mac_rx_delta,0.301598800801164,attack_subtype,all,extra_trees,4
numeric__client_mac_rx_delta,0.10319882288116594,attack_subtype,all,extra_trees,4
numeric__client_mac_acked_delta,0.09411340705175708,attack_subtype,all,extra_trees,4
numeric__client_mac_tx_attempts_delta,0.0720179671194345,attack_subtype,all,extra_trees,4
numeric__client_energest_listen_delta,0.06218605369932017,attack_subtype,all,extra_trees,4
numeric__client_radio_tx_fraction,0.06178368830289609,attack_subtype,all,extra_trees,4
numeric__client_energest_tx_delta,0.058149929113920175,attack_subtype,all,extra_trees,4
numeric__root_energest_tx_delta,0.046624517013361635,attack_subtype,all,extra_trees,4
numeric__root_radio_tx_fraction,0.03679467155799176,attack_subtype,all,extra_trees,4
numeric__mean_etx_x100,0.012079139002342094,attack_subtype,all,extra_trees,4
numeric__mean_rank,0.0119230026602657,attack_subtype,all,extra_trees,4
numeric__p95_etx_x100,0.010687411234586077,attack_subtype,all,extra_trees,4
numeric__std_etx_x100,0.010238215153270756,attack_subtype,all,extra_trees,4
numeric__mean_rssi,0.008599297163556239,attack_subtype,all,extra_trees,4
numeric__root_mean_etx_x100,0.008089548717925036,attack_subtype,all,extra_trees,4
numeric__std_rtt_ms,0.007191179355537419,attack_subtype,all,extra_trees,4
numeric__root_server_rx_delta,0.0070992480854127115,attack_subtype,all,extra_trees,4
numeric__root_server_tx_delta,0.0069058847191662675,attack_subtype,all,extra_trees,4
numeric__mean_rtt_ms,0.006888567163363598,attack_subtype,all,extra_trees,4
numeric__root_mac_acked_delta,0.006869917919931251,attack_subtype,all,extra_trees,4
numeric__max_rtt_ms,0.006591965657071162,attack_subtype,all,extra_trees,4
numeric__p95_rtt_ms,0.006410663024672398,attack_subtype,all,extra_trees,4
numeric__root_mac_tx_attempts_delta,0.006286515815459216,attack_subtype,all,extra_trees,4
numeric__median_rtt_ms,0.006020944655243813,attack_subtype,all,extra_trees,4
numeric__client_mac_ack_ratio,0.005890196312586608,attack_subtype,all,extra_trees,4
numeric__app_rx_delta,0.005799716865270585,attack_subtype,all,extra_trees,4
numeric__root_mac_ack_ratio,0.005176231390527027,attack_subtype,all,extra_trees,4
numeric__app_tx_delta,0.005127620248038911,attack_subtype,all,extra_trees,4
numeric__transaction_count,0.004755603406793581,attack_subtype,all,extra_trees,4
numeric__transaction_success_count,0.004741210280542094,attack_subtype,all,extra_trees,4
numeric__uplink_success_count,0.0043881921796444226,attack_subtype,all,extra_trees,4
numeric__client_energest_total_delta,0.0031569375126064207,attack_subtype,all,extra_trees,4
numeric__uplink_delivery_ratio,0.0007093070980486084,attack_subtype,all,extra_trees,4
numeric__app_delivery_ratio,0.0006443911032301352,attack_subtype,all,extra_trees,4
numeric__app_timeouts_delta,0.0006422949770427199,attack_subtype,all,extra_trees,4
numeric__queue_drops_delta,0.00061894075685387,attack_subtype,all,extra_trees,4
numeric__reachable_fraction,0.0,attack_subtype,all,extra_trees,4
numeric__route_miss_delta,0.0,attack_subtype,all,extra_trees,4
numeric__mean_neighbors,0.0,attack_subtype,all,extra_trees,4
numeric__root_mean_rssi,0.0,attack_subtype,all,extra_trees,4
numeric__parent_changes_delta,0.0,attack_subtype,all,extra_trees,4
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,extra_trees,4
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,extra_trees,4
numeric__root_mac_rx_delta,0.2948909615347125,attack_subtype,all,extra_trees,5
numeric__client_mac_rx_delta,0.10051257502215145,attack_subtype,all,extra_trees,5
numeric__client_mac_acked_delta,0.09331995030950707,attack_subtype,all,extra_trees,5
numeric__client_mac_tx_attempts_delta,0.07033998006495777,attack_subtype,all,extra_trees,5
numeric__client_radio_tx_fraction,0.06580247168388646,attack_subtype,all,extra_trees,5
numeric__client_energest_listen_delta,0.061096983010181176,attack_subtype,all,extra_trees,5
numeric__client_energest_tx_delta,0.05963378395620737,attack_subtype,all,extra_trees,5
numeric__root_energest_tx_delta,0.04625952854657035,attack_subtype,all,extra_trees,5
numeric__root_radio_tx_fraction,0.03757765613219316,attack_subtype,all,extra_trees,5
numeric__mean_etx_x100,0.013206828787310592,attack_subtype,all,extra_trees,5
numeric__std_etx_x100,0.010861510819404794,attack_subtype,all,extra_trees,5
numeric__p95_etx_x100,0.010830902383881099,attack_subtype,all,extra_trees,5
numeric__mean_rank,0.010820617222198035,attack_subtype,all,extra_trees,5
numeric__root_mean_etx_x100,0.009812703254520234,attack_subtype,all,extra_trees,5
numeric__mean_rssi,0.008264254020786808,attack_subtype,all,extra_trees,5
numeric__root_server_rx_delta,0.007917086747934735,attack_subtype,all,extra_trees,5
numeric__max_rtt_ms,0.007514928549647454,attack_subtype,all,extra_trees,5
numeric__mean_rtt_ms,0.007446467878287261,attack_subtype,all,extra_trees,5
numeric__root_server_tx_delta,0.0073302456103570834,attack_subtype,all,extra_trees,5
numeric__std_rtt_ms,0.007146080129903871,attack_subtype,all,extra_trees,5
numeric__p95_rtt_ms,0.00702946707249389,attack_subtype,all,extra_trees,5
numeric__root_mac_acked_delta,0.006826697601499558,attack_subtype,all,extra_trees,5
numeric__client_mac_ack_ratio,0.006570637324225897,attack_subtype,all,extra_trees,5
numeric__app_rx_delta,0.006012489257308289,attack_subtype,all,extra_trees,5
numeric__median_rtt_ms,0.005973852377610977,attack_subtype,all,extra_trees,5
numeric__app_tx_delta,0.0057965512592947025,attack_subtype,all,extra_trees,5
numeric__root_mac_tx_attempts_delta,0.00572414206021068,attack_subtype,all,extra_trees,5
numeric__root_mac_ack_ratio,0.00539562187555897,attack_subtype,all,extra_trees,5
numeric__uplink_success_count,0.0044995428466157745,attack_subtype,all,extra_trees,5
numeric__transaction_success_count,0.004476812494453259,attack_subtype,all,extra_trees,5
numeric__client_energest_total_delta,0.004453770631992895,attack_subtype,all,extra_trees,5
numeric__transaction_count,0.004189650937657098,attack_subtype,all,extra_trees,5
numeric__app_timeouts_delta,0.0007630348823391855,attack_subtype,all,extra_trees,5
numeric__uplink_delivery_ratio,0.0006069063222798285,attack_subtype,all,extra_trees,5
numeric__queue_drops_delta,0.0005795226386845039,attack_subtype,all,extra_trees,5
numeric__app_delivery_ratio,0.000515784753175294,attack_subtype,all,extra_trees,5
numeric__reachable_fraction,0.0,attack_subtype,all,extra_trees,5
numeric__route_miss_delta,0.0,attack_subtype,all,extra_trees,5
numeric__mean_neighbors,0.0,attack_subtype,all,extra_trees,5
numeric__root_mean_rssi,0.0,attack_subtype,all,extra_trees,5
numeric__parent_changes_delta,0.0,attack_subtype,all,extra_trees,5
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,extra_trees,5
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,extra_trees,5
